Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Start Date,End Date,Time,Location,Instructor,Units
Winter 2020,Regular Academic Session,Engineering,14821,Electrical Engineering And Computer Science (EECS),599,96,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Mei,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14822,Electrical Engineering And Computer Science (EECS),599,97,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Freudenberg,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,21426,Electrical Engineering And Computer Science (EECS),599,98,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Finelli,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,24748,Electrical Engineering And Computer Science (EECS),599,99,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Chowdhury,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14823,Electrical Engineering And Computer Science (EECS),599,100,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Collins-Thompson,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14824,Electrical Engineering And Computer Science (EECS),599,103,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Cheraghchi,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14825,Electrical Engineering And Computer Science (EECS),599,104,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Steel,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14826,Electrical Engineering And Computer Science (EECS),599,105,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Fu,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14827,Electrical Engineering And Computer Science (EECS),599,106,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Honeyman,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14828,Electrical Engineering And Computer Science (EECS),599,107,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Balzano,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,22297,Electrical Engineering And Computer Science (EECS),599,108,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Mozafari,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14829,Electrical Engineering And Computer Science (EECS),599,109,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Omar,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,24831,Electrical Engineering And Computer Science (EECS),599,110,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Mars,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14830,Electrical Engineering And Computer Science (EECS),599,111,Directed Study,IND,   W,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Kieras,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14831,Electrical Engineering And Computer Science (EECS),599,112,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Tang,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,23745,Electrical Engineering And Computer Science (EECS),599,113,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Madhyastha,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14832,Electrical Engineering And Computer Science (EECS),599,114,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Mazumder,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14833,Electrical Engineering And Computer Science (EECS),599,115,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Mihalcea,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,23790,Electrical Engineering And Computer Science (EECS),599,116,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Wiens,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14834,Electrical Engineering And Computer Science (EECS),599,117,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Lafortune,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14835,Electrical Engineering And Computer Science (EECS),599,118,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Laird,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14836,Electrical Engineering And Computer Science (EECS),599,119,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Guo,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14837,Electrical Engineering And Computer Science (EECS),599,120,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Winful,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14838,Electrical Engineering And Computer Science (EECS),599,121,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Winick,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14839,Electrical Engineering And Computer Science (EECS),599,122,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Avestruz,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,26118,Electrical Engineering And Computer Science (EECS),599,123,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,DeOrio,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14840,Electrical Engineering And Computer Science (EECS),599,124,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Noble,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14841,Electrical Engineering And Computer Science (EECS),599,125,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Soloway,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,22839,Electrical Engineering And Computer Science (EECS),599,126,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Lee,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14842,Electrical Engineering And Computer Science (EECS),599,127,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Jagadish,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14843,Electrical Engineering And Computer Science (EECS),599,128,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Austin,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14844,Electrical Engineering And Computer Science (EECS),599,129,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Najafi,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14845,Electrical Engineering And Computer Science (EECS),599,130,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Ozay,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14846,Electrical Engineering And Computer Science (EECS),599,131,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Durfee,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14847,Electrical Engineering And Computer Science (EECS),599,132,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Sakallah,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14848,Electrical Engineering And Computer Science (EECS),599,133,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,England,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14849,Electrical Engineering And Computer Science (EECS),599,135,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Jamin,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14997,Electrical Engineering And Computer Science (EECS),599,136,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Markov,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14850,Electrical Engineering And Computer Science (EECS),599,137,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Prakash,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,22692,Electrical Engineering And Computer Science (EECS),599,138,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Gregg IV,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,24778,Electrical Engineering And Computer Science (EECS),599,139,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Corso,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14851,Electrical Engineering And Computer Science (EECS),599,140,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Whitaker,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,23784,Electrical Engineering And Computer Science (EECS),599,141,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Tsang,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14852,Electrical Engineering And Computer Science (EECS),599,142,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Jenkins,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14853,Electrical Engineering And Computer Science (EECS),599,143,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Cain,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14854,Electrical Engineering And Computer Science (EECS),599,144,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Lasecki,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,24062,Electrical Engineering And Computer Science (EECS),599,145,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Koutra,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14855,Electrical Engineering And Computer Science (EECS),599,146,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Peikert,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14856,Electrical Engineering And Computer Science (EECS),599,147,Directed Study,IND,   W,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Volkovich,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14857,Electrical Engineering And Computer Science (EECS),599,148,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Deotare,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,26103,Electrical Engineering And Computer Science (EECS),599,149,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Kamil,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14858,Electrical Engineering And Computer Science (EECS),599,150,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Ganago,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14859,Electrical Engineering And Computer Science (EECS),599,152,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Gilchrist,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14860,Electrical Engineering And Computer Science (EECS),599,154,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Anastasopoulos,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,24851,Electrical Engineering And Computer Science (EECS),599,156,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Dreslinski Jr,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,26139,Electrical Engineering And Computer Science (EECS),599,157,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Johnson-Roberson,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,14861,Electrical Engineering And Computer Science (EECS),599,158,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Sylvester,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,22840,Electrical Engineering And Computer Science (EECS),599,159,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Kallitsis,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,28440,Electrical Engineering And Computer Science (EECS),599,160,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Weimer,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,26212,Electrical Engineering And Computer Science (EECS),599,161,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Oney,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,27189,Electrical Engineering And Computer Science (EECS),599,163,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Kapritsos,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,17320,Electrical Engineering And Computer Science (EECS),599,167,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Graetz,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,28265,Electrical Engineering And Computer Science (EECS),599,170,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Kasikci,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,28266,Electrical Engineering And Computer Science (EECS),599,172,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Pilanci,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,16501,Electrical Engineering And Computer Science (EECS),599,173,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Blaauw,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,16459,Electrical Engineering And Computer Science (EECS),599,174,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Mahlke,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,16416,Electrical Engineering And Computer Science (EECS),599,175,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Mortazawi,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,16485,Electrical Engineering And Computer Science (EECS),599,176,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Ahmadi,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,16714,Electrical Engineering And Computer Science (EECS),599,177,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Pradhan,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,16481,Electrical Engineering And Computer Science (EECS),599,178,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Flynn,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,16413,Electrical Engineering And Computer Science (EECS),599,179,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Phillips,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,32508,Electrical Engineering And Computer Science (EECS),599,180,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Kutty,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,17321,Electrical Engineering And Computer Science (EECS),599,181,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Banovic,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,30667,Electrical Engineering And Computer Science (EECS),599,182,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Genkin,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,16409,Electrical Engineering And Computer Science (EECS),599,183,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Gianchandani,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,16468,Electrical Engineering And Computer Science (EECS),599,184,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Galvanauskas,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,26177,Electrical Engineering And Computer Science (EECS),599,185,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Mahdavifar,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,16495,Electrical Engineering And Computer Science (EECS),599,186,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Ackerman,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,17322,Electrical Engineering And Computer Science (EECS),599,187,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Sample,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,17323,Electrical Engineering And Computer Science (EECS),599,188,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Thomas,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,16695,Electrical Engineering And Computer Science (EECS),599,189,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Flinn,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,16808,Electrical Engineering And Computer Science (EECS),599,190,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Baveja,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,36328,Electrical Engineering And Computer Science (EECS),599,191,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Epureanu,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,17324,Electrical Engineering And Computer Science (EECS),599,192,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Polk,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,30680,Electrical Engineering And Computer Science (EECS),599,193,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Fouhey,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,30960,Electrical Engineering And Computer Science (EECS),599,194,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Welch,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,30991,Electrical Engineering And Computer Science (EECS),599,195,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Chestek,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,16830,Electrical Engineering And Computer Science (EECS),599,196,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Abney,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,16836,Electrical Engineering And Computer Science (EECS),599,197,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Kay,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,16858,Electrical Engineering And Computer Science (EECS),599,198,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Ruf,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,17130,Electrical Engineering And Computer Science (EECS),599,199,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Shi,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,17325,Electrical Engineering And Computer Science (EECS),599,202,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Merlin,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,20098,Electrical Engineering And Computer Science (EECS),599,204,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Zhang,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,17131,Electrical Engineering And Computer Science (EECS),599,205,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Peterson,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,17132,Electrical Engineering And Computer Science (EECS),599,206,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Moghaddam,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,30668,Electrical Engineering And Computer Science (EECS),599,209,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Guzdial,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,31000,Electrical Engineering And Computer Science (EECS),599,210,Directed Study,IND,    ,,,,,,,,1/8/2020,4/21/2020,ARR,ARR,Yarger,1.00-4.00
Winter 2020,Regular Academic Session,Engineering,25425,Electrical Engineering And Computer Science (EECS),620,1,Elect Opt Semicon,LEC,P  W,,T,,TH,,,,1/8/2020,4/21/2020,1130-130PM,1012 EECS,Mi,4
Winter 2020,Regular Academic Session,Engineering,14293,Electrical Engineering And Computer Science (EECS),627,1,VLSI Design II,LEC,A   ,M,,W,,,,,1/8/2020,4/21/2020,1030-12PM,1006 DOW,Blaauw,4
Winter 2020,Regular Academic Session,Engineering,14999,Electrical Engineering And Computer Science (EECS),627,11,VLSI Design II,LAB,P  W,,,,,F,,,1/8/2020,4/21/2020,1230-130PM,1014 DOW,,4
Winter 2020,Regular Academic Session,Engineering,10716,Electrical Engineering And Computer Science (EECS),638,1,Quantum Opt,LEC,P  W,,T,,TH,,,,1/8/2020,4/21/2020,10-1130AM,2166 DOW,Rand,3
Winter 2020,Regular Academic Session,Engineering,33689,Electrical Engineering And Computer Science (EECS),644,1,Comp Model Cogn,LEC,P R ,M,,,,,,,1/8/2020,4/21/2020,4-7PM,955 WEISER,Lewis,3
Winter 2020,Regular Academic Session,Engineering,25063,Electrical Engineering And Computer Science (EECS),692,1,Adv Artif Intellig,LEC,P RW,M,,W,,,,,1/8/2020,4/21/2020,9-11AM,1018 DOW,Laird,4
